dataset_id	landmark_hours	feature	nonmissing	nonzero	mean	median	p25	p75	max
MIMIC-IV-2.2	72	nursing_mobility_turning_mean_valuenum_72h	8298	5999	2.0469430930415657	0.7272727272727273	0.0	1.8666666666666667	115.275
MIMIC-IV-2.2	72	nursing_moisture_hygiene_mean_valuenum_72h	5138	5132	2628.558524683052	1.007	1.0	1.018	999999.0
MIMIC-IV-2.2	72	nursing_nutrition_mean_valuenum_72h	6030	4083	4.418443370568993	1.0	0.0	1.0	152.0
MIMIC-IV-2.2	72	nursing_oral_suction_airway_mean_valuenum_72h	5134	5098	0.9853450210977923	1.0	1.0	1.0	2.4
MIMIC-IV-2.2	72	nursing_orientation_mean_valuenum_72h	8324	8294	38.895510857121295	1.127953488372093	0.8425694444444444	1.6612620530333466	17242.99655172414
MIMIC-IV-2.2	72	nursing_pain_mean_valuenum_72h	8021	6566	1.5611301230831196	1.0	0.1666666666666666	2.6	46.8974358974359
MIMIC-IV-2.2	72	nursing_rass_sedation_mean_valuenum_72h	7245	6125	-0.28161959532657876	-0.1052631578947368	-0.4117647058823529	0.0	5.0
MIMIC-IV-2.2	72	nursing_restraints_mean_valuenum_72h	28	18	0.5825702075702076	0.8611111111111112	0.0	1.0	1.0
MIMIC-IV-2.2	72	nursing_skin_braden_pressure_mean_valuenum_72h	8299	8299	2.357971696936677	2.346938775510204	2.113636363636364	2.588235294117647	6.92
MIMIC-IV-2.2	72	nursing_vitals_mean_valuenum_72h	8306	8306	73.8057946845967	72.13566026350196	67.73693965517242	77.84397571819424	1631.9446891191708
MIMIC-IV-2.2	72	nursing_cam_icu_delirium_min_valuenum_72h	5946	358	0.06020854355869492	0.0	0.0	0.0	1.0
MIMIC-IV-2.2	72	nursing_glucose_check_min_valuenum_72h	8325	8311	95.56139339339339	93.0	79.0	109.0	262.0
MIMIC-IV-2.2	72	nursing_mobility_turning_min_valuenum_72h	8298	50	-0.16100265124126295	0.0	0.0	0.0	15.0
MIMIC-IV-2.2	72	nursing_moisture_hygiene_min_valuenum_72h	5138	4886	2336.494146360452	1.0	1.0	1.017	999999.0
MIMIC-IV-2.2	72	nursing_nutrition_min_valuenum_72h	6030	3759	2.2646069651741296	1.0	0.0	1.0	152.0
MIMIC-IV-2.2	72	nursing_oral_suction_airway_min_valuenum_72h	5134	4533	0.8837164004674718	1.0	1.0	1.0	2.0
MIMIC-IV-2.2	72	nursing_orientation_min_valuenum_72h	8324	107	0.051938971648246034	0.0	0.0	0.0	31.3
MIMIC-IV-2.2	72	nursing_pain_min_valuenum_72h	8021	1191	0.21007355691310312	0.0	0.0	0.0	10.0
MIMIC-IV-2.2	72	nursing_rass_sedation_min_valuenum_72h	7245	6087	-2.7370600414078674	-3.0	-5.0	-1.0	4.0
MIMIC-IV-2.2	72	nursing_restraints_min_valuenum_72h	28	12	0.42857142857142855	0.0	0.0	1.0	1.0
MIMIC-IV-2.2	72	nursing_skin_braden_pressure_min_valuenum_72h	8299	3634	0.44173394384865644	0.0	0.0	1.0	3.0
MIMIC-IV-2.2	72	nursing_vitals_min_valuenum_72h	8306	3521	1.3447555983626296	0.0	0.0	10.0	98.0
MIMIC-IV-2.2	72	nursing_cam_icu_delirium_max_valuenum_72h	5946	3931	0.6611167171207535	1.0	0.0	1.0	1.0
MIMIC-IV-2.2	72	nursing_glucose_check_max_valuenum_72h	8325	8325	1173.4666666666667	190.0	155.0	242.0	999999.0
MIMIC-IV-2.2	72	nursing_mobility_turning_max_valuenum_72h	8298	5999	7.181845022897083	2.0	0.0	5.0	319.0
MIMIC-IV-2.2	72	nursing_moisture_hygiene_max_valuenum_72h	5138	5132	2920.8160586998833	1.015	1.0	1.023	999999.0
MIMIC-IV-2.2	72	nursing_nutrition_max_valuenum_72h	6030	4083	7.835917081260365	1.0	0.0	1.0	152.0
MIMIC-IV-2.2	72	nursing_oral_suction_airway_max_valuenum_72h	5134	5098	1.0344760420724581	1.0	1.0	1.0	4.0
MIMIC-IV-2.2	72	nursing_orientation_max_valuenum_72h	8324	8294	1999.4759730898606	15.0	13.0	19.0	999999.0
MIMIC-IV-2.2	72	nursing_pain_max_valuenum_72h	8021	6566	4.393965839670864	4.0	1.0	7.0	650.0
MIMIC-IV-2.2	72	nursing_rass_sedation_max_valuenum_72h	7245	5541	1.8870945479641132	1.0	1.0	3.0	7.0
MIMIC-IV-2.2	72	nursing_restraints_max_valuenum_72h	28	18	0.6428571428571429	1.0	0.0	1.0	1.0
MIMIC-IV-2.2	72	nursing_skin_braden_pressure_max_valuenum_72h	8299	8299	4.034142667791301	4.0	4.0	4.0	23.0
MIMIC-IV-2.2	72	nursing_vitals_max_valuenum_72h	8306	8306	687.9387912352515	166.0	160.0	184.0	1234570.0
MIMIC-IV-2.2	72	nursing_cam_icu_delirium_first_hour_72h	6419	6408	4.6896347648474155	1.9572222222222224	0.6333333333333333	5.659166666666667	70.55
MIMIC-IV-2.2	72	nursing_glucose_check_first_hour_72h	8325	8323	2.838961728395062	1.496388888888889	0.6205555555555555	3.6152777777777776	49.93333333333333
MIMIC-IV-2.2	72	nursing_mobility_turning_first_hour_72h	8299	8272	1.5245279217040875	0.835	0.4	1.994861111111111	63.86694444444444
MIMIC-IV-2.2	72	nursing_moisture_hygiene_first_hour_72h	8313	8296	2.0825924923479957	1.1166666666666667	0.5	2.833333333333333	63.86694444444444
MIMIC-IV-2.2	72	nursing_nutrition_first_hour_72h	8298	8281	2.17134637529793	1.15	0.5122916666666667	2.7927083333333336	68.64805555555556
MIMIC-IV-2.2	72	nursing_oral_suction_airway_first_hour_72h	8074	8067	8.365009013844164	4.05	1.6	9.547222222222222	71.65
MIMIC-IV-2.2	72	nursing_orientation_first_hour_72h	8324	8260	1.0016243192375458	0.4666666666666667	0.2036111111111111	1.2761805555555557	49.93333333333333
MIMIC-IV-2.2	72	nursing_pain_first_hour_72h	8299	8279	1.6981472332677296	0.9166666666666666	0.40291666666666665	2.265972222222222	63.86694444444444
MIMIC-IV-2.2	72	nursing_rass_sedation_first_hour_72h	7245	7230	3.157463883137796	1.3422222222222222	0.5094444444444445	3.7	69.63472222222222
MIMIC-IV-2.2	72	nursing_restraints_first_hour_72h	5572	5567	9.988734446039722	3.4504166666666665	1.214861111111111	10.431875000000002	71.93333333333334
MIMIC-IV-2.2	72	nursing_skin_braden_pressure_first_hour_72h	8299	8280	1.7189107790764617	0.95	0.45	2.183333333333333	63.86694444444444
MIMIC-IV-2.2	72	nursing_vitals_first_hour_72h	8306	8110	1.0176640380447868	0.2333333333333333	0.0716666666666666	1.2333333333333334	69.47055555555555
MIMIC-IV-2.2	72	nursing_cam_icu_delirium_last_hour_72h	6419	6419	63.12502968617473	66.0275	60.64875	69.56611111111111	72.0
MIMIC-IV-2.2	72	nursing_glucose_check_last_hour_72h	8325	8325	66.72243119786452	68.63333333333334	65.55	70.5	72.0
MIMIC-IV-2.2	72	nursing_mobility_turning_last_hour_72h	8299	8299	70.67207581904111	71.02444444444444	70.31666666666666	71.54694444444445	72.0
MIMIC-IV-2.2	72	nursing_moisture_hygiene_last_hour_72h	8313	8313	68.71283428231553	69.78027777777778	68.17416666666666	70.92611111111111	72.0
MIMIC-IV-2.2	72	nursing_nutrition_last_hour_72h	8298	8298	68.15782102782464	69.4	67.50687500000001	70.64402777777778	72.0
MIMIC-IV-2.2	72	nursing_oral_suction_airway_last_hour_72h	8074	8074	62.22229577794292	68.41666666666667	59.7811111111111	70.44895833333334	72.0
MIMIC-IV-2.2	72	nursing_orientation_last_hour_72h	8324	8324	70.03578257648566	70.56666666666666	69.43333333333334	71.38423611111111	72.0
MIMIC-IV-2.2	72	nursing_pain_last_hour_72h	8299	8299	69.7357501573148	70.15	69.0	71.11666666666666	72.0
MIMIC-IV-2.2	72	nursing_rass_sedation_last_hour_72h	7245	7245	68.08534518058431	69.63166666666666	68.1	70.8	72.0
MIMIC-IV-2.2	72	nursing_restraints_last_hour_72h	5572	5572	53.33501046901173	67.44916666666667	34.44166666666667	70.86666666666666	72.0
MIMIC-IV-2.2	72	nursing_skin_braden_pressure_last_hour_72h	8299	8299	68.70058929456026	70.09	68.09097222222222	71.08333333333333	72.0
MIMIC-IV-2.2	72	nursing_vitals_last_hour_72h	8306	8306	71.42384430933461	71.53986111111112	71.26895833333333	71.79138888888889	72.0
MIMIC-IV-2.2	72	event_cam_icu_delirium_day_06_22_count_72h	8327	6407	10.580040831031583	11.0	3.0	16.0	53.0
MIMIC-IV-2.2	72	event_cam_icu_delirium_night_22_06_count_72h	8327	4415	2.4863696409271046	1.0	0.0	4.0	28.0
MIMIC-IV-2.2	72	event_glucose_check_day_06_22_count_72h	8327	8157	11.016212321364236	9.0	5.0	14.0	99.0
MIMIC-IV-2.2	72	event_glucose_check_night_22_06_count_72h	8327	8240	6.822865377687042	6.0	4.0	8.0	53.0
MIMIC-IV-2.2	72	event_medication_infusion_day_06_22_count_72h	8327	8302	84.66926864416956	74.0	40.0	115.0	408.0
MIMIC-IV-2.2	72	event_medication_infusion_night_22_06_count_72h	8327	8276	37.09319082502702	31.0	15.0	52.0	209.0
MIMIC-IV-2.2	72	event_mobility_turning_day_06_22_count_72h	8327	8298	93.44097514110724	93.0	79.0	109.0	196.0
MIMIC-IV-2.2	72	event_mobility_turning_night_22_06_count_72h	8327	8296	47.10904287258316	48.0	39.0	56.0	108.0
MIMIC-IV-2.2	72	event_moisture_hygiene_day_06_22_count_72h	8327	8308	33.0183739642128	33.0	26.0	39.0	117.0
MIMIC-IV-2.2	72	event_moisture_hygiene_night_22_06_count_72h	8327	8140	14.570433529482406	15.0	8.0	20.0	52.0
MIMIC-IV-2.2	72	event_nutrition_day_06_22_count_72h	8327	8297	13.206917257115407	12.0	10.0	15.0	87.0
MIMIC-IV-2.2	72	event_nutrition_night_22_06_count_72h	8327	7883	5.436651855410112	5.0	3.0	7.0	51.0
MIMIC-IV-2.2	72	event_oral_suction_airway_day_06_22_count_72h	8327	7980	15.619070493575117	14.0	5.0	21.0	111.0
MIMIC-IV-2.2	72	event_oral_suction_airway_night_22_06_count_72h	8327	7202	7.077338777470878	6.0	2.0	10.0	53.0
MIMIC-IV-2.2	72	event_orientation_day_06_22_count_72h	8327	8318	82.28533685601057	75.0	57.0	98.0	365.0
MIMIC-IV-2.2	72	event_orientation_night_22_06_count_72h	8327	8322	37.471598414795245	33.0	23.0	46.0	196.0
MIMIC-IV-2.2	72	event_pain_day_06_22_count_72h	8327	8298	94.02762099195388	86.0	62.0	117.0	416.0
MIMIC-IV-2.2	72	event_pain_night_22_06_count_72h	8327	8289	45.779152155638286	42.0	28.0	59.0	243.0
MIMIC-IV-2.2	72	event_rass_sedation_day_06_22_count_72h	8327	7241	17.300708538489253	19.0	12.0	24.0	64.0
MIMIC-IV-2.2	72	event_rass_sedation_night_22_06_count_72h	8327	7040	7.83655578239462	8.0	4.0	12.0	37.0
MIMIC-IV-2.2	72	event_restraints_day_06_22_count_72h	8327	5499	57.818061726912454	26.0	0.0	106.0	373.0
MIMIC-IV-2.2	72	event_restraints_night_22_06_count_72h	8327	4904	31.13798486850006	18.0	0.0	56.0	220.0
MIMIC-IV-2.2	72	event_skin_braden_pressure_day_06_22_count_72h	8327	8298	76.81445898883152	68.0	53.0	87.0	773.0
MIMIC-IV-2.2	72	event_skin_braden_pressure_night_22_06_count_72h	8327	8036	28.67539329890717	25.0	14.0	38.0	380.0
MIMIC-IV-2.2	72	event_vitals_day_06_22_count_72h	8327	8303	360.9257835955326	347.0	312.0	400.0	1136.0
MIMIC-IV-2.2	72	event_vitals_night_22_06_count_72h	8327	8301	164.92085985348865	157.0	141.0	179.0	582.0
MIMIC-IV-2.2	72	event_cam_icu_delirium_total_count_72h	8327	6419	13.066410471958688	13.0	4.0	19.0	64.0
MIMIC-IV-2.2	72	event_cam_icu_delirium_night_fraction_72h	6419	4415	0.17372172964382435	0.15384615384615385	0.0	0.2857142857142857	1.0
MIMIC-IV-2.2	72	event_glucose_check_total_count_72h	8327	8325	17.83907769905128	14.0	9.0	21.0	152.0
MIMIC-IV-2.2	72	event_glucose_check_night_fraction_72h	8325	8240	0.41968448815048665	0.4	0.3333333333333333	0.5	1.0
MIMIC-IV-2.2	72	event_medication_infusion_total_count_72h	8327	8304	121.76245946919659	107.0	58.0	166.0	546.0
MIMIC-IV-2.2	72	event_medication_infusion_night_fraction_72h	8304	8276	0.29386718595793354	0.2926829268292683	0.23368295408370582	0.35386776145203114	1.0
MIMIC-IV-2.2	72	event_mobility_turning_total_count_72h	8327	8299	140.5500180136904	141.0	120.0	163.0	286.0
MIMIC-IV-2.2	72	event_mobility_turning_night_fraction_72h	8299	8296	0.3342460515512412	0.3364485981308411	0.3059262510974539	0.36585365853658536	1.0
MIMIC-IV-2.2	72	event_moisture_hygiene_total_count_72h	8327	8313	47.58880749369521	47.0	36.0	57.0	166.0
MIMIC-IV-2.2	72	event_moisture_hygiene_night_fraction_72h	8313	8140	0.2923586112900423	0.3076923076923077	0.23076923076923078	0.36363636363636365	1.0
MIMIC-IV-2.2	72	event_nutrition_total_count_72h	8327	8298	18.64356911252552	18.0	14.0	21.0	113.0
MIMIC-IV-2.2	72	event_nutrition_night_fraction_72h	8298	7883	0.2783226372243931	0.2857142857142857	0.2	0.36	1.0
MIMIC-IV-2.2	72	event_oral_suction_airway_total_count_72h	8327	8074	22.696409271045994	20.0	8.0	32.0	159.0
MIMIC-IV-2.2	72	event_oral_suction_airway_night_fraction_72h	8074	7202	0.30020434708481225	0.3076923076923077	0.2222222222222222	0.38095238095238093	1.0
MIMIC-IV-2.2	72	event_orientation_total_count_72h	8327	8324	119.75693527080581	108.0	83.0	140.0	561.0
MIMIC-IV-2.2	72	event_orientation_night_fraction_72h	8324	8322	0.31014506390941116	0.31760731319554847	0.26494311428086265	0.36018923044531004	1.0
MIMIC-IV-2.2	72	event_pain_total_count_72h	8327	8299	139.80677314759217	129.0	93.0	175.0	599.0
MIMIC-IV-2.2	72	event_pain_night_fraction_72h	8299	8289	0.32532971628236085	0.3247863247863248	0.2696629213483146	0.3815789473684211	1.0
MIMIC-IV-2.2	72	event_rass_sedation_total_count_72h	8327	7245	25.137264320883872	28.0	18.0	34.0	95.0
MIMIC-IV-2.2	72	event_rass_sedation_night_fraction_72h	7245	7040	0.3043488271375247	0.3157894736842105	0.25	0.3684210526315789	1.0
MIMIC-IV-2.2	72	event_restraints_total_count_72h	8327	5572	88.95604659541252	43.0	0.0	165.0	507.0
MIMIC-IV-2.2	72	event_restraints_night_fraction_72h	5572	4904	0.3351101723052334	0.3466666666666667	0.2797514985014985	0.4090909090909091	1.0
MIMIC-IV-2.2	72	event_skin_braden_pressure_total_count_72h	8327	8299	105.48985228773869	93.0	70.0	121.0	975.0
MIMIC-IV-2.2	72	event_skin_braden_pressure_night_fraction_72h	8299	8036	0.2521218895996358	0.26229508196721313	0.18181818181818182	0.33123009554140126	1.0
MIMIC-IV-2.2	72	event_vitals_total_count_72h	8327	8306	525.8466434490213	509.0	458.0	579.0	1399.0
MIMIC-IV-2.2	72	event_vitals_night_fraction_72h	8306	8301	0.3140489142607142	0.3118712273641851	0.2910602910602911	0.3333333333333333	1.0
MIMIC-IV-2.2	72	event_all_night_22_06_count_72h	8327	8325	436.41743725231174	427.0	349.0	514.0	1201.0
MIMIC-IV-2.2	72	event_all_day_06_22_count_72h	8327	8324	950.7228293503063	939.0	784.0	1096.0	2143.0
MIMIC-IV-2.2	72	event_all_total_count_72h	8327	8325	1387.1402666026179	1370.0	1140.0	1602.5	3063.0
MIMIC-IV-2.2	72	event_all_night_fraction_72h	8325	8325	0.31401070410031223	0.31391200951248516	0.28960223307745986	0.33779761904761907	1.0
